HSISID,SCORE,TYPE,INSPECTOR,date,RESTAURANTOPENDATE
04092014473,95.5,Inspection,Christopher Walker,2013-10-04,2006-01-20
04092014473,94,Inspection,Christopher Walker,2014-06-12,2006-01-20
04092014473,96,Inspection,Naterra McQueen,2013-02-27,2006-01-20
04092014473,95,Inspection,Christopher Walker,2015-01-26,2006-01-20
04092014473,96,Inspection,Christopher Walker,2015-08-19,2006-01-20
04092014473,95,Inspection,Christopher Walker,2016-05-13,2006-01-20
04092014473,97,Inspection,Pamela Scott,2016-11-28,2006-01-20
04092014473,96,Inspection,Pamela Scott,2017-06-26,2006-01-20
04092014473,99,Inspection,Pamela Scott,2017-11-13,2006-01-20
04092014473,98.5,Inspection,Melodee Johnson,2018-08-22,2006-01-20
04092014473,98,Inspection,Melodee Johnson,2019-01-18,2006-01-20
04092014473,95.5,Inspection,Melodee Johnson,2019-07-09,2006-01-20
04092014473,96,Inspection,Lauren Harden,2019-10-08,2006-01-20
04092014473,95.5,Inspection,Lauren Harden,2020-01-15,2006-01-20
04092014473,96.5,Inspection,Lauren Harden,2020-07-22,2006-01-20
04092017521,98,Inspection,Johanna Hill,2017-03-20,2017-02-22
04092017521,99,Inspection,Michael Robinson,2017-10-13,2017-02-22
04092017521,99.5,Inspection,Michael Robinson,2018-02-19,2017-02-22
04092017521,99.5,Inspection,Michael Robinson,2018-08-07,2017-02-22
04092017521,99.5,Inspection,Michael Robinson,2019-02-25,2017-02-22
04092017521,98.5,Inspection,Patricia Sabby,2019-08-02,2017-02-22
04092017521,98,Inspection,Patricia Sabby,2020-02-11,2017-02-22
04092017521,97,Inspection,Patricia Sabby,2020-08-03,2017-02-22
04092018239,96,Inspection,Joanne Rutkofske,2019-12-12,2019-11-22
04092018239,95,Inspection,Joanne Rutkofske,2020-03-25,2019-11-22
04092018239,94,Inspection,Joanne Rutkofske,2020-05-27,2019-11-22
04092018239,91.5,Inspection,Joanne Rutkofske,2020-09-17,2019-11-22
04092015915,97,Inspection,Andrea Anover,2013-11-20,2011-03-17
04092015915,96.5,Inspection,Karla Crowder,2013-02-14,2011-03-17
04092015915,92,Inspection,Andrea Anover,2014-05-27,2011-03-17
04092015915,91,Inspection,Andrea Anover,2015-01-13,2011-03-17
04092015915,94,Inspection,Karla Crowder,2015-09-17,2011-03-17
04092015915,97,Inspection,Karla Crowder,2016-05-26,2011-03-17
04092015915,98,Inspection,David Adcock,2016-11-23,2011-03-17
04092015915,97.5,Inspection,David Adcock,2017-06-23,2011-03-17
04092015915,96.5,Inspection,Angela Jacobs,2017-10-17,2011-03-17
04092015915,97,Inspection,Angela Jacobs,2018-03-26,2011-03-17
04092015915,96.5,Inspection,Ginger Johnson,2018-09-17,2011-03-17
04092015915,92,Inspection,Ginger Johnson,2019-06-28,2011-03-17
04092015915,98,Inspection,Ginger Johnson,2019-11-19,2011-03-17
04092015915,98.5,Inspection,Ginger Johnson,2020-06-11,2011-03-17
04092015917,95,Inspection,Naterra McQueen,2012-11-30,2011-03-23
04092015917,91.5,Inspection,Ashley Whittington,2014-12-12,2011-03-23
04092015917,94,Inspection,Christopher Walker,2013-10-23,2011-03-23
04092015917,86.5,Inspection,Christopher Walker,2014-04-23,2011-03-23
04092015917,93,Re-Inspection,Christopher Walker,2014-05-27,2011-03-23
04092015917,94,Inspection,Naterra McQueen,2013-03-27,2011-03-23
04092015917,95.5,Inspection,Naterra McQueen,2013-06-21,2011-03-23
04092015917,90.5,Inspection,Christopher Walker,2015-06-08,2011-03-23
04092015917,93,Inspection,Christopher Walker,2015-12-16,2011-03-23
04092015917,95.5,Inspection,Pamela Scott,2016-09-21,2011-03-23
04092015917,95,Inspection,Pamela Scott,2017-02-20,2011-03-23
04092015917,98,Inspection,Pamela Scott,2017-09-21,2011-03-23
04092015917,96.5,Inspection,Lauren Harden,2018-03-29,2011-03-23
04092015917,94,Inspection,Lauren Harden,2018-06-07,2011-03-23
04092015917,95.5,Inspection,Lauren Harden,2018-09-04,2011-03-23
04092015917,95.5,Inspection,Lauren Harden,2018-12-07,2011-03-23
04092015917,96,Inspection,Lauren Harden,2019-03-28,2011-03-23
04092015917,96,Inspection,Lauren Harden,2019-07-30,2011-03-23
04092015917,96,Inspection,Lauren Harden,2019-12-12,2011-03-23
04092015917,96,Inspection,Lauren Harden,2020-03-06,2011-03-23
04092015917,96.5,Inspection,Lauren Harden,2020-06-25,2011-03-23
04092017327,99,Inspection,David Adcock,2016-10-06,2016-09-20
04092017327,98,Inspection,David Adcock,2017-01-20,2016-09-20
04092017327,97.5,Inspection,David Adcock,2017-06-02,2016-09-20
04092017327,98,Inspection,David Adcock,2017-09-19,2016-09-20
04092017327,98,Inspection,David Adcock,2017-12-11,2016-09-20
04092017327,99,Inspection,David Adcock,2018-03-21,2016-09-20
04092017327,99,Inspection,David Adcock,2018-05-29,2016-09-20
04092017327,98,Inspection,John Wulffert,2018-08-03,2016-09-20
04092017327,98.5,Inspection,John Wulffert,2018-12-17,2016-09-20
04092017327,99,Inspection,John Wulffert,2019-03-26,2016-09-20
04092017327,97.5,Inspection,Jackson Hooton,2019-05-09,2016-09-20
04092017327,90,Inspection,Ginger Johnson,2019-09-10,2016-09-20
04092017327,97.5,Inspection,Ginger Johnson,2019-12-10,2016-09-20
04092017327,97,Inspection,Ginger Johnson,2020-04-14,2016-09-20
04092017327,96,Inspection,Jamie Phelps,2020-10-08,2016-09-20
04092014520,96,Inspection,Christopher Walker,2012-11-08,2006-03-09
04092014520,95.5,Inspection,Christopher Walker,2013-05-22,2006-03-09
04092014520,96,Inspection,Naterra McQueen,2013-10-09,2006-03-09
04092014520,95,Inspection,Naterra McQueen,2014-04-24,2006-03-09
04092014520,96,Inspection,Naterra McQueen,2014-11-14,2006-03-09
04092014520,95,Inspection,Naterra McQueen,2015-04-20,2006-03-09
04092014520,96.5,Inspection,Naterra McQueen,2015-08-31,2006-03-09
04092014520,95.5,Inspection,Naterra McQueen,2016-02-19,2006-03-09
04092014520,94,Inspection,Naterra McQueen,2016-08-11,2006-03-09
04092014520,91.5,Inspection,Naterra McQueen,2017-02-17,2006-03-09
04092014520,97,Inspection,Naterra McQueen,2017-08-04,2006-03-09
04092014520,97.5,Inspection,Naterra McQueen,2018-01-24,2006-03-09
04092014520,95,Inspection,Naterra McQueen,2018-07-27,2006-03-09
04092014520,95,Inspection,Naterra McQueen,2019-02-05,2006-03-09
04092014520,87.5,Inspection,Lucy Schrum,2019-08-08,2006-03-09
04092014520,91,Re-Inspection,Lucy Schrum,2019-08-26,2006-03-09
04092014520,90,Inspection,Lucy Schrum,2020-03-17,2006-03-09
04092014520,91.5,Inspection,Lucy Schrum,2020-06-16,2006-03-09
04092016809,97,Inspection,Jason Dunn,2014-12-09,2014-11-10
04092016809,98,Inspection,Jason Dunn,2015-04-29,2014-11-10
04092016809,97.5,Inspection,Jason Dunn,2015-08-27,2014-11-10
04092016809,98.5,Inspection,Jason Dunn,2016-01-29,2014-11-10
04092016809,96,Inspection,Jason Dunn,2017-01-12,2014-11-10
04092016809,97,Inspection,Maria Powell,2017-10-05,2014-11-10
04092016809,96,Inspection,Maria Powell,2018-05-22,2014-11-10
04092016809,97,Inspection,Sarah Thompson,2019-02-22,2014-11-10
04092016809,95.5,Inspection,Jackson Hooton,2019-09-18,2014-11-10
04092016809,96,Inspection,Jackson Hooton,2020-06-04,2014-11-10
04092016808,100,Inspection,Anne-Kathrin Bartoli,2014-12-02,2014-11-10
04092016808,100,Inspection,Anne-Kathrin Bartoli,2015-06-17,2014-11-10
04092016808,99.5,Inspection,Anne-Kathrin Bartoli,2015-11-20,2014-11-10
04092016808,99,Inspection,Anne-Kathrin Bartoli,2016-04-01,2014-11-10
04092016808,98,Inspection,Karla Crowder,2016-11-01,2014-11-10
04092016808,100,Inspection,Caroline Suggs,2017-07-18,2014-11-10
04092016808,100,Inspection,Caroline Suggs,2018-01-30,2014-11-10
04092016808,98,Inspection,Caroline Suggs,2018-07-30,2014-11-10
04092016808,99,Inspection,Caroline Suggs,2019-01-31,2014-11-10
04092016808,99,Inspection,Angela Myers,2019-06-07,2014-11-10
04092016808,99,Inspection,Sarah Thompson,2019-10-22,2014-11-10
04092016808,100,Inspection,Sarah Thompson,2020-05-12,2014-11-10
04092016807,98.5,Inspection,James Smith,2014-12-16,2014-11-13
04092016807,92,Inspection,James Smith,2015-05-27,2014-11-13
04092016807,97,Inspection,James Smith,2015-10-12,2014-11-13
04092016807,94.5,Inspection,James Smith,2016-03-16,2014-11-13
04092016807,93.5,Inspection,Marion Wearing,2017-03-30,2014-11-13
04092016807,95,Inspection,Maria Powell,2017-08-14,2014-11-13
04092016807,96,Inspection,Joshua Volkan,2018-02-21,2014-11-13
04092016807,97.5,Inspection,John Wulffert,2018-09-24,2014-11-13
04092016807,98,Inspection,Loc Nguyen,2018-12-05,2014-11-13
04092016807,96.5,Inspection,Loc Nguyen,2019-03-01,2014-11-13
04092016807,94,Inspection,Loc Nguyen,2019-06-20,2014-11-13
04092016807,96,Inspection,Loc Nguyen,2019-09-18,2014-11-13
04092016807,96.5,Inspection,Loc Nguyen,2020-01-06,2014-11-13
04092016807,96,Inspection,Loc Nguyen,2020-04-20,2014-11-13
04092016807,94,Inspection,Loc Nguyen,2020-07-16,2014-11-13
04092016265,97.5,Inspection,Lisa McCoy,2012-10-19,2012-09-14
04092016265,96,Inspection,Christy Klaus,2013-06-24,2012-09-14
04092016265,99.5,Inspection,Jason Dunn,2013-12-06,2012-09-14
04092016265,99.5,Inspection,Jason Dunn,2014-12-02,2012-09-14
04092016265,99.5,Inspection,Jason Dunn,2015-04-17,2012-09-14
04092016265,99.5,Inspection,Jason Dunn,2015-08-28,2012-09-14
04092016265,98.5,Inspection,Jason Dunn,2016-02-04,2012-09-14
04092016265,99,Inspection,Jason Dunn,2016-07-25,2012-09-14
04092016265,100,Inspection,Christy Klaus,2017-01-27,2012-09-14
04092016265,98.5,Inspection,Jason Dunn,2017-07-17,2012-09-14
04092016265,98.5,Inspection,Jason Dunn,2017-12-06,2012-09-14
04092016265,99.5,Inspection,Jason Dunn,2018-04-13,2012-09-14
04092016265,99.5,Inspection,Jason Dunn,2018-12-31,2012-09-14
04092016265,98.5,Inspection,Jason Dunn,2019-09-16,2012-09-14
04092016265,99.5,Inspection,Zachary Carter,2020-03-04,2012-09-14
04092015089,92.5,Inspection,Tim Bass,2013-01-08,2008-03-28
04092015089,96.5,Inspection,Daryl Beasley,2014-04-03,2008-03-28
04092015089,97.5,Inspection,Daryl Beasley,2015-02-02,2008-03-28
04092015089,96,Inspection,Pamela Scott,2015-11-30,2008-03-28
04092015089,95.5,Inspection,Pamela Scott,2016-06-15,2008-03-28
04092015089,97.5,Inspection,Johanna Hill,2016-09-15,2008-03-28
04092015089,93,Inspection,Jessica Andrews,2017-07-19,2008-03-28
04092015089,89,Inspection,Jessica Andrews,2018-07-30,2008-03-28
04092015089,91.5,Re-Inspection,Jessica Andrews,2018-09-19,2008-03-28
04092015089,97,Inspection,James Smith,2019-06-24,2008-03-28
04092015089,96,Inspection,Ursula Gadomski,2020-01-17,2008-03-28
04092015089,96.5,Inspection,Ursula Gadomski,2020-07-23,2008-03-28
04092017330,98,Inspection,Pamela Scott,2016-10-07,2016-09-19
04092017330,96,Inspection,Pamela Scott,2017-05-25,2016-09-19
04092017330,97,Inspection,Pamela Scott,2017-09-19,2016-09-19
04092017330,97,Inspection,Maria Powell,2018-04-18,2016-09-19
04092017330,96.5,Inspection,Melodee Johnson,2018-10-19,2016-09-19
04092017330,98.5,Inspection,Melodee Johnson,2019-04-02,2016-09-19
04092017330,98,Inspection,Melodee Johnson,2019-12-30,2016-09-19
04092017330,99,Inspection,Naterra McQueen,2020-09-08,2016-09-19
04092016824,99.5,Inspection,Angela Myers,2015-01-07,2014-12-05
04092016824,99,Inspection,Angela Myers,2015-08-19,2014-12-05
04092016824,99.5,Inspection,Angela Myers,2016-02-11,2014-12-05
04092016824,98,Inspection,Daryl Beasley,2016-08-30,2014-12-05
04092016824,96,Inspection,James Smith,2017-02-03,2014-12-05
04092016824,98.5,Inspection,Brittny Thomas,2017-10-13,2014-12-05
04092016824,99,Inspection,Brittny Thomas,2018-05-15,2014-12-05
04092016824,99,Inspection,Brittny Thomas,2018-11-01,2014-12-05
04092016824,99.5,Inspection,Brittny Thomas,2019-05-08,2014-12-05
04092016824,98.5,Inspection,Brittny Thomas,2019-10-08,2014-12-05
04092016824,97,Inspection,Ursula Gadomski,2020-08-20,2014-12-05
04092017669,91,Inspection,Thomas Jumalon,2017-11-21,2017-08-25
04092017669,95,Inspection,Thomas Jumalon,2018-02-22,2017-08-25
04092017669,97,Inspection,Caroline Suggs,2018-08-21,2017-08-25
04092017669,95.5,Inspection,Caroline Suggs,2019-02-11,2017-08-25
04092017669,95.5,Inspection,Sarah Thompson,2019-09-03,2017-08-25
04092017669,96.5,Inspection,Sarah Thompson,2019-12-05,2017-08-25
04092017669,97.5,Inspection,Sarah Thompson,2020-02-20,2017-08-25
04092017669,97,Inspection,Sarah Thompson,2020-07-07,2017-08-25
04092016825,97.5,Inspection,Daryl Beasley,2015-04-16,2014-12-03
04092016825,96.5,Inspection,Daryl Beasley,2015-10-06,2014-12-03
04092016825,97.5,Inspection,Daryl Beasley,2016-05-24,2014-12-03
04092016825,97.5,Inspection,Daryl Beasley,2017-01-03,2014-12-03
04092016825,96.5,Inspection,Jordan Jernigan,2017-07-25,2014-12-03
04092016825,97.5,Inspection,Jordan Jernigan,2018-01-13,2014-12-03
04092016825,92,Inspection,Marion Wearing,2018-12-28,2014-12-03
04092016825,92,Inspection,Lucy Schrum,2019-12-17,2014-12-03
04092016825,94.5,Inspection,Jackson Hooton,2020-05-28,2014-12-03
04092016825,95.5,Inspection,Patricia Sabby,2020-09-16,2014-12-03
04092015471,93,Inspection,Andrea Anover,2013-07-17,2009-09-02
04092015471,97.5,Inspection,Andrea Anover,2014-01-27,2009-09-02
04092015471,99,Inspection,Karla Crowder,2012-12-03,2009-09-02
04092015471,97,Inspection,Andrea Anover,2014-08-14,2009-09-02
04092015471,94.5,Inspection,Andrea Anover,2015-03-16,2009-09-02
04092015471,96,Inspection,Karla Crowder,2015-10-23,2009-09-02
04092015471,98.5,Inspection,Karla Crowder,2016-03-11,2009-09-02
04092015471,94,Inspection,Ginger Johnson,2016-12-21,2009-09-02
04092015471,96.5,Inspection,Ginger Johnson,2017-06-13,2009-09-02
04092015471,96,Inspection,Angela Jacobs,2017-11-06,2009-09-02
04092015471,93.5,Inspection,Angela Jacobs,2018-03-14,2009-09-02
04092015471,96.5,Inspection,Ginger Johnson,2018-11-15,2009-09-02
04092015471,98.5,Inspection,John Wulffert,2019-10-03,2009-09-02
04092015471,99.5,Inspection,John Wulffert,2020-04-24,2009-09-02
04092015471,99,Inspection,John Wulffert,2020-10-12,2009-09-02
04092016663,96.5,Inspection,Jennifer Edwards,2014-04-21,2014-04-08
04092016663,98,Inspection,Jennifer Edwards,2014-11-24,2014-04-08
04092016663,98,Inspection,Jennifer Edwards,2015-04-28,2014-04-08
04092016663,98.5,Inspection,Jennifer Edwards,2015-10-15,2014-04-08
04092016663,99,Inspection,Jennifer Edwards,2016-02-26,2014-04-08
04092016663,97,Inspection,Jennifer Edwards,2016-06-28,2014-04-08
04092016663,95.5,Inspection,Laura McNeill,2016-11-29,2014-04-08
04092016663,98,Inspection,Caroline Suggs,2017-10-27,2014-04-08
04092016663,98,Inspection,Caroline Suggs,2018-04-10,2014-04-08
04092016663,97,Inspection,Laura McNeill,2018-12-12,2014-04-08
04092016663,98,Inspection,Nicole Bailey,2019-06-21,2014-04-08
04092016663,98,Inspection,Joshua Volkan,2019-10-28,2014-04-08
04092016663,98.5,Inspection,Nicole Bailey,2020-02-10,2014-04-08
04092016663,99.5,Inspection,Nicole Bailey,2020-06-04,2014-04-08
04092016663,99,Inspection,Nicole Bailey,2020-09-18,2014-04-08
04092015470,95,Inspection,Lucy Schrum,2013-01-04,2009-09-04
04092015470,98.5,Inspection,James Salter,2013-09-12,2009-09-04
04092015470,94.5,Inspection,Lucy Schrum,2013-05-28,2009-09-04
04092015470,97.5,Inspection,Naterra McQueen,2014-03-26,2009-09-04
04092015470,97,Inspection,Johanna Hill,2014-12-10,2009-09-04
04092015470,97,Inspection,Johanna Hill,2015-02-19,2009-09-04
04092015470,96,Inspection,Johanna Hill,2015-04-23,2009-09-04
04092015470,96,Inspection,Johanna Hill,2015-07-15,2009-09-04
04092015470,97,Inspection,Johanna Hill,2015-10-28,2009-09-04
04092015470,96.5,Inspection,Johanna Hill,2016-01-20,2009-09-04
04092015470,98,Inspection,Johanna Hill,2016-04-04,2009-09-04
04092015470,98,Inspection,Johanna Hill,2016-09-14,2009-09-04
04092015470,98,Inspection,Anne-Kathrin Bartoli,2017-01-18,2009-09-04
04092015470,97.5,Inspection,Michael Robinson,2017-05-15,2009-09-04
04092015470,98.5,Inspection,Michael Robinson,2017-07-20,2009-09-04
04092015470,98,Inspection,Michael Robinson,2017-11-16,2009-09-04
04092015470,99,Inspection,Michael Robinson,2018-03-16,2009-09-04
04092015470,99.5,Inspection,Michael Robinson,2018-05-04,2009-09-04
04092015470,98.5,Inspection,Michael Robinson,2018-09-06,2009-09-04
04092015470,99,Inspection,Michael Robinson,2019-01-02,2009-09-04
04092015470,97,Inspection,Lauren Harden,2019-08-12,2009-09-04
04092015470,95.5,Inspection,Lauren Harden,2020-01-21,2009-09-04
04092015470,96,Inspection,Karla Crowder,2020-06-24,2009-09-04
04092015470,95,Inspection,Laura McNeill,2020-08-19,2009-09-04
04092015443,99,Inspection,Anne-Kathrin Bartoli,2013-04-09,2009-08-12
04092015443,96,Inspection,Caroline Suggs,2014-02-21,2009-08-12
04092015443,96,Inspection,Caroline Suggs,2015-03-24,2009-08-12
04092015443,94,Inspection,Jennifer Edwards,2015-09-25,2009-08-12
04092015443,97,Inspection,Jennifer Edwards,2016-02-17,2009-08-12
04092015443,92.5,Inspection,Laura McNeill,2016-09-14,2009-08-12
04092015443,94,Inspection,Laura McNeill,2017-04-07,2009-08-12
04092015443,90,Inspection,Thomas Jumalon,2018-01-22,2009-08-12
04092015443,94,Inspection,Thomas Jumalon,2018-06-15,2009-08-12
04092015443,93.5,Inspection,Laura McNeill,2018-12-06,2009-08-12
04092015443,93.5,Inspection,Laura McNeill,2019-05-13,2009-08-12
04092015443,96,Inspection,Nicole Bailey,2019-09-17,2009-08-12
04092015443,94.5,Inspection,Nicole Bailey,2020-01-09,2009-08-12
04092015443,97,Inspection,Nicole Bailey,2020-05-12,2009-08-12
04092017894,95,Inspection,Kaitlyn Yow,2018-11-06,2018-07-26
04092017894,99,Inspection,Kaitlyn Yow,2019-06-10,2018-07-26
04092017894,96,Inspection,Christy Klaus,2019-11-22,2018-07-26
04092017894,97,Inspection,Christy Klaus,2020-01-31,2018-07-26
04092017894,98,Inspection,Christy Klaus,2020-07-21,2018-07-26
04092017895,85.5,Inspection,Andrea Anover,2018-08-22,2018-07-26
04092017895,87,Re-Inspection,Andrea Anover,2018-09-05,2018-07-26
04092017895,93.5,Re-Inspection,Andrea Anover,2018-09-26,2018-07-26
04092017895,90,Inspection,Christy Klaus,2019-02-25,2018-07-26
04092017895,84,Inspection,Christy Klaus,2019-07-11,2018-07-26
04092017895,93.5,Re-Inspection,Christy Klaus,2019-07-23,2018-07-26
04092017895,86,Inspection,Greta Welch,2020-02-13,2018-07-26
04092017895,94.5,Re-Inspection,Greta Welch,2020-02-20,2018-07-26
04092017895,93,Inspection,Nicole Bailey,2020-09-02,2018-07-26
04092017188,84,Inspection,Thomas Jumalon,2016-06-26,2016-03-31
04092017188,91,Re-Inspection,Thomas Jumalon,2016-07-12,2016-03-31
04092017188,97.5,Inspection,Brittny Thomas,2017-05-16,2016-03-31
04092017188,99.5,Inspection,Brittny Thomas,2017-08-03,2016-03-31
04092017188,98.5,Inspection,Brittny Thomas,2017-12-21,2016-03-31
04092017188,99.5,Inspection,Brittny Thomas,2018-03-06,2016-03-31
04092017188,97,Inspection,Brittny Thomas,2018-08-15,2016-03-31
04092017188,97.5,Inspection,Brittny Thomas,2019-02-13,2016-03-31
04092017188,98.5,Inspection,Brittny Thomas,2019-08-27,2016-03-31
04092017188,97.5,Inspection,Brittny Thomas,2019-12-17,2016-03-31
04092017188,97.5,Inspection,Loc Nguyen,2020-04-23,2016-03-31
04092017898,98.5,Inspection,Kaitlyn Yow,2019-03-18,2018-08-09
04092017898,95.5,Inspection,Christy Klaus,2019-10-23,2018-08-09
04092017898,98.5,Inspection,Christy Klaus,2020-07-17,2018-08-09
04092016117,98,Inspection,David Adcock,2013-10-08,2012-02-29
04092016117,97,Inspection,Jennifer Edwards,2013-03-08,2012-02-29
04092016117,96,Inspection,David Adcock,2014-01-03,2012-02-29
04092016117,94.5,Inspection,David Adcock,2014-05-07,2012-02-29
04092016117,98,Inspection,David Adcock,2014-10-29,2012-02-29
04092016117,98,Inspection,David Adcock,2014-12-31,2012-02-29
04092016117,97,Inspection,David Adcock,2015-05-28,2012-02-29
04092016117,98,Inspection,David Adcock,2015-10-02,2012-02-29
04092016117,97,Inspection,David Adcock,2016-02-08,2012-02-29
04092016117,98,Inspection,David Adcock,2016-05-09,2012-02-29
04092016117,99,Inspection,David Adcock,2016-06-02,2012-02-29
04092016117,95.5,Inspection,Caroline Suggs,2016-11-08,2012-02-29
04092016117,90,Inspection,Caroline Suggs,2017-05-16,2012-02-29
04092016117,82.5,Inspection,Angela Myers,2017-08-25,2012-02-29
04092016117,96.5,Re-Inspection,Angela Myers,2017-09-14,2012-02-29
04092016117,93,Inspection,Angela Myers,2018-02-21,2012-02-29
04092016117,96.5,Inspection,Maria Powell,2018-07-19,2012-02-29
04092016117,97,Inspection,Maria Powell,2019-01-14,2012-02-29
04092016117,97,Inspection,Maria Powell,2019-05-13,2012-02-29
04092016117,98,Inspection,Maria Powell,2019-09-26,2012-02-29
04092016117,97.5,Inspection,Maria Powell,2019-12-11,2012-02-29
04092016117,99,Inspection,Maria Powell,2020-03-04,2012-02-29
04092016117,94,Inspection,Maria Powell,2020-06-08,2012-02-29
04092016117,96.5,Inspection,Maria Powell,2020-09-11,2012-02-29
